,cod_mod_anexo,ece_imputado,ind_leng_prim_imp,ind_mate_prim_imp
0,02000220,1,0.6666667,0.6666667
1,02000480,1,0.8333334,0.6666667
2,02000550,1,0.6666667,0.6666667
3,02000710,1,1.0,1.0
4,02001130,1,0.5,0.6666667
5,02001210,1,0.70000005,0.3
6,02001390,1,1.0,1.0
7,02001620,1,0.2857143,0.42857143
8,02001880,1,0.25,0.5
9,02001960,1,1.0,1.0
10,02002040,1,1.0,1.0
11,02002120,1,0.71428573,0.71428573
12,02002380,1,0.3,0.3
13,02003370,1,0.4375,0.375
14,02003450,1,0.4375,0.375
15,02003520,1,0.31034482,0.10344828
16,02003600,1,0.31034482,0.10344828
17,02003780,1,0.8333334,0.6666667
18,02004100,1,0.5,0.6666667
19,02004280,1,0.6666667,0.44444445
20,02004440,1,0.5,0.6666667
21,02004510,1,0.9090909,0.6060606
22,02004690,1,0.5,0.6666667
23,02005190,1,1.0,1.0
24,02005270,1,1.0,1.0
25,02005500,1,0.70000005,0.3
26,02005840,1,0.125,0.125
27,02005920,1,0.125,0.125
28,02006180,1,0.125,0.125
29,02006420,1,0.33333334,0.52380955
30,02006590,1,0.5,0.6666667
31,02006670,1,0.33333334,0.52380955
32,02006750,1,1.0,1.0
33,02006830,1,0.6,0.70000005
34,02006910,1,1.0,0.8
35,02007090,1,0.71428573,0.71428573
36,02007250,1,1.0,0.75
37,02007330,1,0.53846157,0.34615386
38,02007740,1,0.2857143,0.3809524
39,02007820,1,0.2,0.2
40,02008160,1,0.8888889,0.88888896
41,02008810,1,0.8,0.2
42,02008990,1,0.5,0.1
43,02009150,1,0.9230769,1.0
44,02009230,1,0.5714286,0.2857143
45,02009310,1,0.6,0.4
46,02009490,1,1.0,1.0
47,02009560,1,0.7368421,0.0
48,02009980,1,0.6666667,0.6666667
49,02010040,1,0.2,0.2
50,02010120,1,0.6,0.8
51,02010460,1,0.8333334,0.3888889
52,02010790,1,0.8571429,0.85714287
53,02010870,1,1.0,0.64705884
54,02010950,1,0.6363636,1.0
55,02011030,1,0.07692308,0.07692308
56,02011110,1,0.875,1.0
57,02011370,1,0.8571429,0.85714287
58,02011450,1,0.54545456,0.27272728
59,02011520,1,0.625,0.375
60,02011600,1,0.625,0.375
61,02011860,1,0.5185185,0.3703704
62,02012100,1,0.71428573,1.0
63,02012360,1,0.70000005,0.3
64,02012510,1,0.625,0.125
65,02012690,1,1.0,1.0
66,02012770,1,0.70000005,0.3
67,02012850,1,0.7777778,0.6666667
68,02013010,1,0.4,0.4
69,02013350,1,0.64705884,0.64705884
70,02013430,1,1.0,1.0
71,02013500,1,0.3,0.3
72,02015580,1,0.5,0.25
73,02015740,1,0.5,0.125
74,02016080,1,0.125,0.25
75,02016240,1,0.26923078,0.15384616
76,02016320,1,0.33333334,0.5
77,02016400,1,0.44444445,0.44444445
78,02016730,1,0.125,0.25
79,02017310,1,0.516129,0.22580644
80,02017490,1,0.4,0.2
81,02017800,1,0.30769232,0.30769232
82,02018140,1,0.083333336,0.083333336
83,02018220,1,0.083333336,0.083333336
84,02018630,1,0.12244898,0.020408163
85,02019050,1,0.5,0.33333334
86,02019390,1,0.58928573,0.39285713
87,02019700,1,0.26923078,0.15384616
88,02019960,1,1.0,1.0
89,02020020,1,0.85714287,0.85714287
90,02020360,1,0.16666667,0.0
91,02020440,1,0.5,0.25
92,02020510,1,0.44444445,0.44444445
93,02020770,1,0.85714287,0.85714287
94,02021760,1,0.71428573,0.8571429
95,02023250,1,0.8,0.8
96,02024080,1,0.8,0.8
97,02024240,1,1.0,1.0
98,02024570,1,0.6603774,0.754717
99,02025560,1,0.8888889,0.8888889
100,02025640,1,1.0,1.0
101,02025720,1,1.0,0.8
102,02025980,1,1.0,0.6666667
103,02026220,1,0.9090909,1.0
104,02026300,1,1.0,1.0
105,02026480,1,0.8,0.8
106,02026550,1,0.75,0.75
107,02026630,1,0.8888889,0.8888889
108,02028530,1,1.0,1.0
109,02028610,1,0.8571429,0.85714287
110,02028870,1,1.0,1.0
111,02029030,1,1.0,1.0
112,02029290,1,0.88235295,0.8235294
113,02029370,1,1.0,1.0
114,02030000,1,0.71428573,1.0
115,02030420,1,0.8333334,0.8333334
116,02030590,1,1.0,0.9583334
117,02031580,1,1.0,1.0
118,02032320,1,1.0,1.0
119,02032570,1,1.0,1.0
120,02033070,1,1.0,1.0
121,02033150,1,0.625,0.625
122,02033720,1,0.8571429,0.71428573
123,02036040,1,1.0,1.0
124,02036460,1,0.8,0.8
125,02036610,1,1.0,1.0
126,02037110,1,1.0,1.0
127,02037520,1,0.5,0.33333334
128,02037600,1,1.0,1.0
129,02037860,1,1.0,1.0
130,02038280,1,0.0,0.0
131,02038690,1,1.0,1.0
132,02039190,1,0.575,0.625
133,02039350,1,1.0,1.0
134,02039430,1,1.0,1.0
135,02039680,1,1.0,1.0
136,02039840,1,1.0,1.0
137,02039920,1,1.0,1.0
138,02040080,1,1.0,1.0
139,02040160,1,0.41463414,0.5121951
140,02040320,1,0.84615386,0.82051283
141,02040400,1,1.0,1.0
142,02040570,1,1.0,1.0
143,02040650,1,1.0,1.0
144,02040730,1,0.85714287,0.85714287
145,02040810,1,1.0,1.0
146,02040990,1,0.5,0.75
147,02041070,1,1.0,1.0
148,02041150,1,0.85714287,0.85714287
149,02042060,1,1.0,1.0
150,02043960,1,0.2,0.4
151,02044460,1,0.8888889,0.8888889
152,02044530,1,0.14285715,0.14285715
153,02044610,1,0.14893617,0.3617021
154,02044790,1,1.0,1.0
155,02044870,1,0.14285715,0.14285715
156,02044950,1,1.0,0.8333334
157,02045030,1,0.5641026,0.47368422
158,02045110,1,1.0,0.6666667
159,02045290,1,1.0,0.6666667
160,02045370,1,1.0,1.0
161,02045450,1,1.0,0.8333334
162,02045780,1,0.625,0.45833334
163,02045860,1,0.625,0.45833334
164,02046020,1,0.8695652,0.9130435
165,02046100,1,0.88235295,0.7647059
166,02046280,1,0.6666667,0.93333334
167,02046440,1,0.0,0.0
168,02046770,1,0.33333334,0.16666667
169,02046850,1,0.71428573,0.5714286
170,02046930,1,1.0,1.0
171,02047010,1,0.0,0.0
172,02047190,1,0.09090909,0.0
173,02047350,1,0.3243243,0.13513513
174,02047430,1,0.85714287,0.71428573
175,02047680,1,0.70000005,0.3
176,02047760,1,0.9090909,0.6060606
177,02047840,1,0.09090909,0.0
178,02047920,1,0.8333334,0.6666667
179,02048180,1,1.0,1.0
180,02048420,1,0.90000004,0.6
181,02048910,1,0.4,0.0
182,02049170,1,0.07594936,0.025316456
183,02049330,1,0.7407408,0.7777778
184,02049410,1,0.85714287,0.85714287
185,02049580,1,0.8,0.6
186,02049660,1,0.0,0.0
187,02050050,1,0.72727275,0.72727275
188,02050390,1,0.61538464,0.6923077
189,02050470,1,0.90000004,0.6
190,02050880,1,0.10526316,0.02631579
191,02050960,1,0.84,0.68
192,02051380,1,0.6956521,0.65217394
193,02051460,1,0.5,0.5
194,02051530,1,0.9,0.85
195,02051610,1,0.42857146,0.14285715
196,02051950,1,0.8181819,0.54545456
197,02052030,1,0.85714287,0.14285715
198,02052110,1,0.45945945,0.3783784
199,02052290,1,0.5714286,0.71428573
200,02052450,1,0.4516129,0.32258064
201,02052600,1,0.9,0.9
202,02052780,1,0.5,0.5
203,02052940,1,0.33333334,0.16666667
204,02053100,1,0.07594936,0.025316456
205,02053280,1,0.6041667,0.35416666
206,02053360,1,0.4,0.0
207,02053440,1,1.0,1.0
208,02053510,1,0.6041667,0.35416666
209,02053770,1,0.09090909,0.0
210,02053850,1,0.85714287,1.0
211,02054010,1,0.53333336,0.26666668
212,02054190,1,0.2,0.2
213,02054270,1,0.72727275,0.72727275
214,02054350,1,0.1764706,0.0
215,02054430,1,0.9090909,0.6060606
216,02054500,1,0.85714287,0.71428573
217,02054680,1,0.71428573,0.5714286
218,02054920,1,0.45454547,0.27272728
219,02055180,1,0.43636364,0.3272727
220,02055260,1,0.26923078,0.15384616
221,02055420,1,1.0,1.0
222,02055830,1,0.3043478,0.47826087
223,02056090,1,0.4516129,0.32258064
224,02056170,1,0.5,0.5833334
225,02056410,1,0.5555556,0.22222222
226,02056660,1,1.0,1.0
227,02056740,1,0.9,0.85
228,02056820,1,0.75,0.083333336
229,02057080,1,0.65853655,0.53658533
230,02057160,1,0.85714287,0.85714287
231,02057240,1,0.5,0.33333334
232,02057320,1,0.72727275,0.6363636
233,02057400,1,0.3958333,0.0625
234,02057570,1,0.5,0.2
235,02057810,1,0.16666667,0.16666667
236,02058070,1,0.4,0.0
237,02058150,1,1.0,1.0
238,02058230,1,0.4,0.2
239,02058310,1,0.07594936,0.025316456
240,02058560,1,0.65853655,0.53658533
241,02058640,1,0.7407408,0.7777778
242,02058720,1,0.375,0.375
243,02063670,1,0.7777778,1.0
244,02063750,1,0.61904764,0.1904762
245,02063830,1,0.61904764,0.1904762
246,02064090,1,0.7777778,1.0
247,02064170,1,0.7777778,1.0
248,02064660,1,0.3846154,0.46153846
249,02065240,1,0.7777778,1.0
250,02065320,1,0.5,0.33333334
251,02065570,1,0.3846154,0.46153846
252,02066490,1,0.18181819,0.09090909
253,02066640,1,0.7777778,1.0
254,02067140,1,0.53125,0.453125
255,02067220,1,0.18181819,0.09090909
256,02067300,1,0.6666667,0.44444445
257,02067890,1,0.61904764,0.1904762
258,02068700,1,0.35714287,0.33333334
259,02068960,1,0.54347825,0.5652174
260,02069200,1,0.4680851,0.4680851
261,02069530,1,0.8,0.6
262,02069790,1,0.21428572,0.0952381
263,02069870,1,0.375,0.175
264,02069950,1,0.53125,0.453125
265,02070010,1,0.375,0.175
266,02070500,1,0.47058824,0.5294118
267,02070760,1,0.7777778,1.0
268,02070920,1,0.5,0.5
269,02071180,1,0.7777778,1.0
270,02071260,1,0.51666665,0.44262296
271,02072660,1,0.5714286,0.71428573
272,02073320,1,0.55932206,0.5084746
273,02073400,1,0.8571429,0.5714286
274,02073570,1,0.875,1.0
275,02106900,1,0.625,0.125
276,02107080,1,0.64705884,0.8235294
277,02107320,1,0.5714286,0.42857143
278,02107570,1,0.5714286,0.42857143
279,02107650,1,0.6666667,0.5
280,02107730,1,0.0,0.125
281,02108150,1,0.6,0.6
282,02108310,1,0.6,0.6
283,02108490,1,0.6,0.6
284,02108560,1,0.0,0.125
285,02108720,1,0.0,0.125
286,02108800,1,0.0,0.125
287,02110110,1,0.625,0.125
288,02110940,1,0.5,0.16666667
289,02111020,1,0.375,0.375
290,02111100,1,0.4,0.2
291,02111280,1,0.375,0.375
292,02111360,1,0.4,0.2
293,02111770,1,0.5,0.33333334
294,02111930,1,0.5,0.16666667
295,02112010,1,0.25925925,0.1851852
296,02112190,1,0.375,0.375
297,02112500,1,0.0,0.125
298,02112680,1,0.625,0.375
299,02112760,1,0.4,0.2
300,02112840,1,0.4,0.2
301,02112920,1,0.11764706,0.05882353
302,02113340,1,0.625,0.375
303,02113420,1,0.11764706,0.05882353
304,02113670,1,0.8333334,0.33333334
305,02114660,1,1.0,1.0
306,02115160,1,0.70000005,0.4
307,02115320,1,0.9444444,0.6666667
308,02115650,1,0.5,0.5
309,02116230,1,0.8,0.6
310,02116640,1,0.72727275,0.5909091
311,02117060,1,1.0,0.8
312,02117220,1,1.0,0.8333334
313,02117300,1,0.6923077,0.2820513
314,02117480,1,0.47826087,0.3695652
315,02117890,1,0.39130434,0.17391305
316,02118620,1,0.4,0.4
317,02119460,1,0.7,0.5
318,02119950,1,0.5555556,0.16666667
319,02120430,1,0.30769232,0.0
320,02120500,1,0.88235295,0.8235294
321,02120760,1,0.88235295,0.8235294
322,02120840,1,0.5555556,0.3888889
323,02120920,1,1.0,0.8333333
324,02121000,1,0.5555556,0.3888889
325,02121180,1,0.71428573,0.14285715
326,02121260,1,0.71428573,0.14285715
327,02121340,1,0.39130434,0.17391305
328,02121670,1,0.30769232,0.0
329,02121750,1,0.30769232,0.0
330,02121830,1,0.7586207,0.6896552
331,02122090,1,1.0,1.0
332,02122410,1,1.0,1.0
333,02122740,1,1.0,0.8333333
334,02123650,1,0.8,1.0
335,02124310,1,0.42857146,0.42857146
336,02124490,1,0.33333334,0.33333334
337,02124560,1,0.0,0.0
338,02124640,1,0.0,0.0
339,02125060,1,1.0,0.16666667
340,02125220,1,0.2,0.2
341,02125300,1,0.5555556,0.44444445
342,02125480,1,0.44444445,0.11111111
343,02125550,1,1.0,1.0
344,02125970,1,0.6666667,0.6666667
345,02126050,1,0.6666667,0.6666667
346,02126210,1,1.0,0.8
347,02126470,1,0.8333334,0.6666667
348,02126540,1,0.8333334,0.6666667
349,02126620,1,0.8333334,0.6666667
350,02126700,1,0.8333334,0.6666667
351,02127040,1,0.8888889,0.6666667
352,02127120,1,0.33333334,0.33333334
353,02127200,1,0.0,0.0
354,02127380,1,0.75,0.75
355,02127460,1,0.2,0.2
356,02127530,1,0.4,0.4
357,02127790,1,0.3529412,0.0
358,02127950,1,1.0,0.16666667
359,02128860,1,0.5,0.2857143
360,02128940,1,0.25,0.75
361,02129100,1,0.8888889,0.7777778
362,02129440,1,0.6666667,0.5
363,02130090,1,1.0,1.0
364,02130330,1,0.5555556,0.44444445
365,02130410,1,0.44,0.36
366,02130660,1,0.33333334,0.33333334
367,02130740,1,0.0,0.0
368,02131080,1,0.625,0.5
369,02131240,1,0.33333334,0.33333334
370,02131400,1,0.5,0.33333334
371,02131990,1,0.70000005,0.4
372,02132800,1,0.21428572,0.2857143
373,02132980,1,0.21428572,0.2857143
374,02133480,1,0.29166666,0.2916667
375,02133550,1,0.8888889,0.8888889
376,02133630,1,0.5714286,0.71428573
377,02133710,1,0.5714286,0.71428573
378,02134130,1,1.0,1.0
379,02134210,1,0.71428573,0.71428573
380,02134540,1,0.0,0.0
381,02134700,1,0.8,0.8
382,02134880,1,1.0,0.8571429
383,02135120,1,0.42857143,0.2857143
384,02136110,1,0.8,0.0
385,02136290,1,0.42857143,0.14285715
386,02136780,1,0.15789473,0.36842105
387,02136940,1,0.15789473,0.36842105
388,02137440,1,0.71428573,0.71428573
389,02137770,1,1.0,1.0
390,02137850,1,0.72727275,0.45454547
391,02138010,1,0.6666667,0.5
392,02138190,1,0.16666667,0.0
393,02138270,1,1.0,1.0
394,02138271,1,1.0,1.0
395,02138500,1,0.8333334,0.33333334
396,02139000,1,0.6666667,0.46666667
397,02139180,1,0.85714287,0.85714287
398,02139260,1,0.7777778,0.7777778
399,02139590,1,0.6363636,0.27272728
400,02139670,1,0.0,0.0
401,02139750,1,0.6,0.6
402,02140070,1,0.44444445,0.375
403,02140310,1,0.0,0.0
404,02140490,1,1.0,1.0
405,02140640,1,0.6,0.6
406,02140641,1,0.3125,0.1875
407,02141220,1,1.0,1.0
408,02141630,1,0.72727275,0.72727275
409,02141710,1,0.0,0.2
410,02141970,1,0.45714286,0.37142858
411,02143460,1,0.78571427,0.71428573
412,02143950,1,0.78571427,0.71428573
413,02144780,1,0.6666666,0.5
414,02145850,1,0.75,1.0
415,02145930,1,1.0,1.0
416,02146190,1,0.90909094,0.9090909
417,02146500,1,0.7222222,0.9444445
418,02146680,1,0.46666667,0.46666667
419,02146760,1,0.2857143,0.14285715
420,02146920,1,0.46666667,0.46666667
421,02147590,1,0.6,0.1
422,02149080,1,0.6,0.6
423,02149320,1,0.5,0.33333334
424,02149400,1,0.625,0.375
425,02149570,1,0.625,0.375
426,02149650,1,0.5,0.33333334
427,02150040,1,0.3125,0.1875
428,02150200,1,0.3125,0.1875
429,02150790,1,0.5555556,0.22222222
430,02151030,1,0.0,0.0
431,02159620,1,0.4,0.6
432,02160100,1,0.25,0.0
433,02160440,1,0.5,0.375
434,02162910,1,0.87096775,0.7419355
435,02163090,1,0.8333333,0.8333334
436,02163660,1,0.071428575,0.0
437,02164990,1,0.4,0.6
438,02165230,1,1.0,0.875
439,02165640,1,0.45454547,0.45454547
440,02165800,1,0.45454547,0.45454547
441,02166480,1,0.8333333,0.5
442,02166630,1,1.0,0.875
443,02166890,1,0.3888889,0.22222222
444,02170000,1,0.0,0.2
445,02170830,1,0.33333334,0.0
446,02171250,1,0.16666667,0.0625
447,02171660,1,1.0,0.8333334
448,02172080,1,0.8333334,0.5
449,02172160,1,0.11764706,0.05882353
450,02173230,1,0.75,0.25
451,02173310,1,0.42857143,0.2857143
452,02173560,1,0.75,0.6666667
453,02175880,1,0.6666667,0.16666667
454,02175960,1,0.6666667,0.5
455,02176120,1,1.0,0.8888889
456,02176530,1,0.85714287,1.0
457,02176870,1,0.8333334,0.6666667
458,02176950,1,0.8333334,0.6666667
459,02178100,1,0.30769232,0.0
460,02179760,1,0.8,1.0
461,02184120,1,0.33333334,0.06666667
462,02184200,1,0.4117647,0.3529412
463,02184380,1,0.85,0.45
464,02184460,1,0.9166666,0.9166667
465,02184530,1,1.0,1.0
466,02185030,1,1.0,0.6
467,02185290,1,0.53571427,0.46428573
468,02187270,1,0.33333334,0.33333334
469,02188260,1,0.25,0.16666667
470,02189330,1,0.37037036,0.33333334
471,02190550,1,0.16666667,0.0
472,02190630,1,0.23076925,0.07692308
473,02190710,1,0.5,0.375
474,02191130,1,0.11111111,0.11111111
475,02191210,1,0.375,0.25
476,02191470,1,0.6,0.6
477,02191540,1,0.4,0.4
478,02191620,1,0.4,0.4
479,02191700,1,0.4,0.4
480,02192200,1,0.8,0.8
481,02192380,1,0.23076925,0.07692308
482,02197660,1,0.071428575,0.0
483,02199150,1,0.29411766,0.11764706
484,02199230,1,0.4,0.4
485,02199310,1,0.0,0.25
486,02199490,1,0.0,0.25
487,02199640,1,0.0,0.25
488,02199720,1,0.10526316,0.10526316
489,02200040,1,0.1923077,0.115384616
490,02201520,1,0.2857143,0.5714286
491,02201780,1,0.0,0.25
492,02201940,1,0.0,0.25
493,02202020,1,0.2857143,0.5714286
494,02202280,1,0.2857143,0.5714286
495,02202850,1,0.071428575,0.14285715
496,02202930,1,0.10526316,0.10526316
497,02203270,1,0.85714287,0.85714287
498,02203500,1,1.0,1.0
499,02203760,1,0.6315789,0.6315789
500,02203840,1,0.16666667,0.0
501,02203920,1,0.516129,0.22580644
502,02204180,1,0.30769232,0.30769232
503,02204340,1,0.30769232,0.30769232
504,02204420,1,0.5,0.25
505,02204590,1,0.30769232,0.30769232
506,02204750,1,0.625,0.75
507,02204910,1,0.625,0.75
508,02205090,1,1.0,1.0
509,02205170,1,0.12244898,0.020408163
510,02205250,1,0.5,0.33333334
511,02205330,1,1.0,1.0
512,02205410,1,0.5,0.33333334
513,02205580,1,0.5,0.33333334
514,02205660,1,0.35555556,0.15555556
515,02205740,1,0.5,0.33333334
516,02205820,1,0.5,0.33333334
517,02205900,1,0.45714286,0.2857143
518,02206080,1,0.625,0.125
519,02206160,1,0.625,0.125
520,02206400,1,1.0,1.0
521,02206650,1,0.8333334,1.0
522,02206730,1,1.0,1.0
523,02206810,1,0.8333334,1.0
524,02206990,1,1.0,1.0
525,02207070,1,1.0,1.0
526,02207490,1,0.3939394,0.09090909
527,02207560,1,0.72727275,0.45454547
528,02207640,1,0.625,0.75
529,02207720,1,1.0,0.8
530,02207980,1,0.0,0.0
531,02208060,1,0.85714287,0.42857143
532,02208220,1,0.85714287,0.42857143
533,02208300,1,0.1,0.0
534,02208480,1,0.9,0.5
535,02208550,1,0.16666667,0.0
536,02208710,1,0.1,0.0
537,02208890,1,0.1,0.0
538,02209210,1,0.5714286,0.42857143
539,02209390,1,0.5714286,0.42857143
540,02209470,1,0.4117647,0.3529412
541,02209540,1,0.4117647,0.3529412
542,02209620,1,0.4117647,0.3529412
543,02209700,1,0.4117647,0.3529412
544,02209880,1,0.4117647,0.3529412
545,02210020,1,0.4117647,0.3529412
546,02210360,1,0.16666667,0.33333334
547,02210440,1,0.70000005,0.55
548,02210510,1,0.6666667,0.6666667
549,02211430,1,0.4,0.2
550,02211840,1,0.4,0.2
551,02211920,1,0.22222222,0.33333334
552,02212420,1,0.14516129,0.032258064
553,02212590,1,0.85714287,0.42857143
554,02212670,1,0.125,0.0
555,02212830,1,0.85714287,0.42857143
556,02212910,1,0.8333334,0.33333334
557,02214240,1,0.22222222,0.33333334
558,02214400,1,0.25,0.0
559,02214570,1,0.25,0.0
560,02214650,1,0.25,0.0
561,02214730,1,0.16666667,0.16666667
562,02214810,1,0.84615386,0.84615386
563,02215070,1,0.125,0.0
564,02215310,1,1.0,0.75
565,02215560,1,0.84615386,0.84615386
566,02216140,1,0.25,0.0
567,02216220,1,0.25,0.0
568,02216300,1,0.4,0.2
569,02216480,1,0.8333334,0.8333334
570,02216630,1,1.0,0.75
571,02216710,1,1.0,0.75
572,02216970,1,0.8888889,0.8888889
573,02217050,1,0.9333334,0.93333334
574,02217130,1,0.16666667,0.16666667
575,02217210,1,0.8888889,0.8888889
576,02217390,1,0.85714287,0.42857143
577,02217620,1,0.75,0.25
578,02217700,1,0.23076923,0.0
579,02217880,1,0.6428572,0.071428575
580,02217960,1,0.3478261,0.26086956
581,02218120,1,1.0,1.0
582,02218610,1,1.0,1.0
583,02218790,1,0.5,0.45833334
584,02218870,1,0.61538464,0.71428573
585,02218950,1,1.0,1.0
586,02219110,1,0.7567568,0.9054054
587,02219290,1,0.42424244,0.33333334
588,02219370,1,0.8333334,0.6666667
589,02219450,1,0.7567568,0.9054054
590,02219520,1,0.7567568,0.9054054
591,02219600,1,0.21875,0.1875
592,02219780,1,0.7567568,0.9054054
593,02219860,1,0.8333334,0.6666667
594,02219940,1,0.7567568,0.9054054
595,02220000,1,0.7567568,0.9054054
596,02220260,1,0.2,0.4
597,02221250,1,0.25,0.0
598,02221900,1,0.625,0.375
599,02222080,1,0.6666667,0.16666667
600,02222320,1,0.0,0.0
601,02222400,1,0.2,0.08888889
602,02223310,1,1.0,1.0
603,02224550,1,0.8,0.6
604,02224630,1,0.8,0.6
605,02225130,1,1.0,0.8
606,02225210,1,0.22222222,0.0
607,02225390,1,0.44444445,0.44444445
608,02225960,1,0.25,0.25
609,02228020,1,0.54545456,0.6363636
610,02228100,1,0.8,0.0
611,02228440,1,0.54545456,0.54545456
612,02228510,1,0.2857143,0.2857143
613,02228690,1,0.2,0.2
614,02229680,1,0.31578946,0.23684211
615,02230080,1,0.75,0.75
616,02230320,1,0.11111111,0.22222222
617,02230400,1,0.0,0.0
618,02230570,1,0.06666667,0.13333334
619,02230650,1,0.5,0.16666667
620,02230810,1,0.8888889,0.44444445
621,02230990,1,0.33333334,0.5
622,02231070,1,0.85714287,0.71428573
623,02231230,1,0.5714286,0.2857143
624,02231490,1,1.0,0.8571429
625,02231560,1,1.0,0.8571429
626,02231640,1,0.5714286,0.2857143
627,02231980,1,0.4,0.2
628,02232480,1,0.9230769,0.84615386
629,02232550,1,0.85714287,0.5714286
630,02232710,1,0.5,0.33333334
631,02232970,1,0.6666667,0.5
632,02233130,1,0.27272728,0.18181819
633,02233960,1,0.57894737,0.5263158
634,02234120,1,1.0,1.0
635,02234380,1,0.1764706,0.11764706
636,02234460,1,0.8,1.0
637,02234870,1,0.36363637,0.18181819
638,02234950,1,0.33333334,0.33333334
639,02235290,1,0.33333334,0.33333334
640,02235450,1,0.6,0.6
641,02235520,1,0.11764706,0.05882353
642,02235600,1,1.0,0.8333334
643,02236020,1,0.11111111,0.33333334
644,02236850,1,0.6,0.33333334
645,02236930,1,0.54545456,0.5
646,02237010,1,0.4,0.3
647,02237270,1,0.71428573,0.5714286
648,02237350,1,0.22222222,0.22222222
649,02237680,1,0.6,1.0
650,02237840,1,0.6363636,0.36363637
651,02238260,1,0.25,0.375
652,02238590,1,1.0,1.0
653,02238830,1,0.22222222,0.0
654,02239330,1,0.0,0.0
655,02240550,1,0.06666667,0.13333334
656,02240890,1,0.11111111,0.11111111
657,02241390,1,1.0,0.8571429
658,02241540,1,0.8888889,0.44444445
659,02241620,1,0.35714287,0.14285715
660,02241700,1,1.0,0.6
661,02241880,1,0.8333333,1.0
662,02241960,1,0.57894737,0.5263158
663,02242040,1,0.5,0.33333334
664,02242200,1,0.5714286,0.2857143
665,02243030,1,0.8,0.6
666,02243520,1,0.5,0.16666667
667,02243780,1,0.2,0.0
668,02243940,1,1.0,1.0
669,02244280,1,0.28,0.28
670,02244440,1,0.52380955,0.42857143
671,02244510,1,0.8333333,0.6666667
672,02245430,1,1.0,0.42857143
673,02245500,1,0.8,0.8
674,02245680,1,0.4,0.8
675,02245760,1,0.6363636,0.36363637
676,02246750,1,0.6,0.2
677,02247170,1,0.85714287,0.71428573
678,02247250,1,0.0,0.2
679,02247820,1,0.8,0.6
680,02247900,1,0.5,0.33333334
681,02248160,1,0.85714287,0.0
682,02248240,1,0.375,0.375
683,02248810,1,0.54545456,0.45454547
684,02248990,1,0.5,0.75
685,02249490,1,0.14285715,0.14285715
686,02249640,1,0.16666667,0.5
687,02249720,1,0.6,0.8
688,02267870,1,0.057142857,0.14285715
689,02269850,1,0.5217391,0.47826087
690,02269930,1,0.5,0.25
691,02270090,1,0.8333333,0.33333334
692,02270410,1,0.5925926,0.7037037
693,02270580,1,0.5,0.46428573
694,02270740,1,1.0,1.0
695,02270820,1,0.3888889,0.11111111
696,02271240,1,0.1,0.06666667
697,02271570,1,0.2580645,0.09677419
698,02271730,1,0.5,0.0
699,02271810,1,0.44444445,0.11111111
700,02271990,1,1.0,1.0
701,02272070,1,0.23076925,0.102564104
702,02272150,1,0.23076925,0.102564104
703,02272310,1,0.23076925,0.102564104
704,02272490,1,0.2580645,0.09677419
705,02272800,1,0.8333333,0.6666667
706,02273140,1,0.4,0.2
707,02273220,1,0.61538464,0.30769232
708,02273630,1,0.33333334,0.33333334
709,02274210,1,0.5,0.2
710,02274700,1,0.9166667,0.75
711,02274880,1,0.33333334,0.5
712,02276450,1,0.5,0.6666667
713,02276780,1,0.4117647,0.3529412
714,02276940,1,0.8125,0.5
715,02277690,1,0.33333334,0.33333334
716,02278430,1,0.625,0.375
717,02278760,1,0.625,0.45
718,02279260,1,0.37209302,0.18604651
719,02281220,1,0.23076925,0.102564104
720,02281300,1,1.0,0.2
721,02281630,1,1.0,0.0
722,02281710,1,1.0,0.0
723,02282390,1,0.8333334,0.8333334
724,02282620,1,0.6666667,0.5
725,02282960,1,0.8181819,0.90909094
726,02283120,1,0.06666667,0.0
727,02283200,1,0.6666667,0.5
728,02283380,1,0.13333334,0.0
729,02283610,1,0.5,0.625
730,02283790,1,0.8333334,0.8333334
731,02283950,1,0.8333334,0.8333334
732,02284030,1,1.0,0.0
733,02284110,1,0.0,0.0
734,02284290,1,0.33333334,0.33333334
735,02284370,1,0.8333334,0.8333334
736,02284450,1,0.6,0.2
737,02284520,1,1.0,0.0
738,02284600,1,0.6666667,0.5
739,02284860,1,0.5,0.625
740,02285020,1,0.6,0.2
741,02285100,1,1.0,1.0
742,02285280,1,0.6,0.6
743,02285360,1,0.1,0.025
744,02285440,1,0.0,0.0
745,02285770,1,0.6666667,0.5
746,02285850,1,0.8333334,0.8333334
747,02285930,1,0.5714286,0.42857143
748,02286010,1,0.6,0.2
749,02286190,1,0.5,0.625
750,02286270,1,0.6666666,0.5833333
751,02286500,1,1.0,1.0
752,02286680,1,0.5,0.625
753,02286920,1,0.0,0.0
754,02287000,1,1.0,1.0
755,02287180,1,0.0,0.0
756,02287260,1,0.8333334,0.8333334
757,02287590,1,1.0,1.0
758,02287670,1,0.5,0.625
759,02287830,1,0.33333334,0.33333334
760,02287910,1,0.33333334,0.33333334
761,02288170,1,1.0,1.0
762,02288250,1,0.6666667,0.5
763,02288580,1,1.0,0.0
764,02288660,1,1.0,1.0
765,02288740,1,0.1,0.025
766,02288820,1,0.33333334,0.33333334
767,02288900,1,0.75,0.0
768,02289080,1,0.33333334,0.33333334
769,02289240,1,0.5,0.625
770,02289400,1,0.5,0.625
771,02289650,1,0.13333334,0.0
